file,duration_sec,gender,speech_ratio,music_ratio,noise_ratio,is_speech,is_music,snr_db,whisper_lang,whisper_lang_prob,whisper_en_prob,is_english,speaker_id
sample_019.wav,9.02,male,1.0,0.0,0.0,True,False,31.1,fa,0.319,0.011,False,spk_011
sample_020.wav,4.98,male,1.0,0.0,0.0,True,False,20.5,en,0.63,0.63,True,spk_000
sample_021.wav,7.0,unknown,0.0,1.0,0.0,False,True,8.6,en,0.348,0.348,True,spk_004
sample_022.wav,11.98,female,0.85,0.0,0.15,True,False,78.6,si,0.303,0.021,False,spk_006
sample_023.wav,15.0,male,0.92,0.0,0.08,True,False,36.7,si,0.288,0.002,False,spk_002
sample_024.wav,10.0,male,1.0,0.0,0.0,True,False,36.6,bn,0.543,0.009,False,spk_011
sample_025.wav,11.0,male,0.85,0.0,0.15,True,False,50.6,bn,0.713,0.144,False,spk_007
sample_026.wav,6.0,male,1.0,0.0,0.0,True,False,38.5,tr,0.715,0.009,False,spk_003
sample_027.wav,4.92,male,1.0,0.0,0.0,True,False,22.5,fa,0.296,0.02,False,spk_007
sample_028.wav,7.0,male,0.72,0.0,0.28,True,False,59.7,ur,0.168,0.018,False,spk_014
sample_029.wav,15.0,male,1.0,0.0,0.0,True,False,23.4,hy,0.475,0.088,False,spk_000
sample_030.wav,5.02,male,0.59,0.0,0.41,True,False,74.3,en,0.35,0.35,True,spk_000
sample_031.wav,5.02,male,1.0,0.0,0.0,True,False,26.4,ta,0.649,0.013,False,spk_000
sample_032.wav,14.0,male,0.97,0.0,0.03,True,False,28.0,fa,0.623,0.001,False,spk_014
sample_033.wav,4.98,unknown,0.0,1.0,0.0,False,True,27.6,hi,0.501,0.002,False,spk_014
sample_034.wav,11.98,male,0.92,0.0,0.08,True,False,47.7,bn,0.459,0.017,False,spk_014
sample_035.wav,10.0,male,0.97,0.0,0.03,True,False,33.0,ka,0.24,0.006,False,spk_003
sample_036.wav,9.02,male,1.0,0.0,0.0,True,False,23.0,bn,0.432,0.064,False,spk_000
sample_037.wav,9.02,male,1.0,0.0,0.0,True,False,37.8,bn,0.237,0.041,False,spk_014
sample_038.wav,8.98,female,0.93,0.0,0.07,True,False,43.0,ne,0.504,0.049,False,spk_006
sample_039.wav,11.98,male,1.0,0.0,0.0,True,False,10.1,ne,0.366,0.033,False,spk_010
sample_040.wav,9.02,female,1.0,0.0,0.0,True,False,35.2,bn,0.313,0.02,False,spk_009
sample_041.wav,8.0,male,0.84,0.0,0.16,True,False,82.1,ar,0.275,0.076,False,spk_000
sample_042.wav,8.0,male,1.0,0.0,0.0,True,False,25.7,bn,0.823,0.005,False,spk_002
sample_043.wav,5.98,male,1.0,0.0,0.0,True,False,23.2,hi,0.259,0.092,False,spk_000
sample_044.wav,10.0,male,0.95,0.0,0.05,True,False,27.2,bn,0.219,0.16,False,spk_014
sample_045.wav,7.0,female,1.0,0.0,0.0,True,False,27.2,ne,0.161,0.021,False,spk_009
sample_046.wav,9.0,male,0.25,0.19,0.56,False,False,24.7,en,0.565,0.565,True,spk_001
sample_047.wav,8.98,male,0.87,0.0,0.13,True,False,39.1,kk,0.192,0.023,False,spk_007
sample_048.wav,11.0,female,1.0,0.0,0.0,True,False,20.2,fa,0.556,0.003,False,spk_008
sample_049.wav,15.0,male,1.0,0.0,0.0,True,False,26.3,ml,0.302,0.062,False,spk_010
sample_050.wav,5.02,male,1.0,0.0,0.0,True,False,72.6,en,0.543,0.543,True,spk_013
sample_051.wav,5.02,male,0.87,0.0,0.13,True,False,83.5,bn,0.264,0.234,False,spk_000
sample_052.wav,11.98,male,0.91,0.0,0.09,True,False,39.1,kk,0.201,0.002,False,spk_007
sample_053.wav,10.0,male,0.94,0.0,0.06,True,False,45.2,en,0.819,0.819,True,spk_010
sample_054.wav,5.02,male,0.85,0.0,0.15,True,False,47.0,en,0.225,0.225,False,spk_000
sample_055.wav,8.98,male,1.0,0.0,0.0,True,False,27.8,si,0.534,0.004,False,spk_002
sample_056.wav,13.0,male,0.96,0.0,0.04,True,False,36.4,bn,0.415,0.005,False,spk_007
sample_057.wav,8.98,male,1.0,0.0,0.0,True,False,45.6,en,0.1,0.1,False,spk_003
sample_058.wav,14.0,male,1.0,0.0,0.0,True,False,33.3,ne,0.206,0.009,False,spk_011
sample_059.wav,14.0,male,0.97,0.0,0.03,True,False,16.9,ne,0.233,0.02,False,spk_005
sample_060.wav,12.98,male,1.0,0.0,0.0,True,False,20.9,bn,0.868,0.001,False,spk_007
sample_061.wav,6.0,male,1.0,0.0,0.0,True,False,29.5,en,0.425,0.425,True,spk_014
sample_062.wav,15.02,male,0.92,0.0,0.08,True,False,38.0,mr,0.263,0.107,False,spk_000
sample_063.wav,12.98,male,1.0,0.0,0.0,True,False,21.0,ne,0.288,0.025,False,spk_005
sample_064.wav,6.0,male,1.0,0.0,0.0,True,False,21.2,tr,0.327,0.073,False,spk_010
sample_065.wav,8.0,male,1.0,0.0,0.0,True,False,20.5,tr,0.241,0.038,False,spk_014
sample_066.wav,7.0,male,1.0,0.0,0.0,True,False,29.9,ne,0.352,0.002,False,spk_011
sample_067.wav,7.0,female,1.0,0.0,0.0,True,False,30.3,sw,0.461,0.008,False,spk_006
sample_068.wav,8.98,male,1.0,0.0,0.0,True,False,28.4,bn,0.272,0.026,False,spk_003
sample_069.wav,12.98,unknown,0.0,0.91,0.09,False,True,31.7,en,0.644,0.644,True,spk_012
sample_070.wav,8.02,female,0.94,0.0,0.06,True,False,74.9,ml,0.809,0.003,False,spk_006
sample_071.wav,5.02,female,1.0,0.0,0.0,True,False,18.6,ar,0.543,0.027,False,spk_008
sample_072.wav,12.02,male,0.96,0.0,0.04,True,False,47.4,ml,0.181,0.052,False,spk_003
sample_073.wav,10.0,male,1.0,0.0,0.0,True,False,45.1,bn,0.341,0.067,False,spk_003
sample_074.wav,9.02,male,0.76,0.0,0.24,True,False,41.9,hi,0.257,0.011,False,spk_010
sample_075.wav,9.02,female,1.0,0.0,0.0,True,False,21.8,bn,0.886,0.002,False,spk_006
sample_076.wav,9.02,male,1.0,0.0,0.0,True,False,36.9,en,0.182,0.182,False,spk_003
sample_077.wav,12.98,male,1.0,0.0,0.0,True,False,28.0,fa,0.199,0.006,False,spk_005
sample_078.wav,6.0,male,1.0,0.0,0.0,True,False,20.3,mr,0.174,0.035,False,spk_005
sample_079.wav,10.0,female,0.85,0.0,0.15,True,False,53.8,ml,0.228,0.031,False,spk_006
sample_080.wav,9.98,unknown,0.0,1.0,0.0,False,True,15.1,en,0.527,0.527,True,spk_012
sample_081.wav,11.98,male,0.96,0.0,0.04,True,False,31.0,bn,0.427,0.125,False,spk_000
sample_082.wav,10.0,male,1.0,0.0,0.0,True,False,27.9,bn,0.527,0.06,False,spk_011
sample_083.wav,13.0,unknown,0.0,1.0,0.0,False,True,12.7,fa,0.254,0.065,False,spk_004
sample_084.wav,13.0,male,0.95,0.0,0.05,True,False,26.9,ne,0.373,0.049,False,spk_005
sample_085.wav,8.98,female,0.9,0.0,0.1,True,False,54.2,en,0.99,0.99,True,spk_002
sample_086.wav,12.98,male,0.19,0.78,0.03,False,True,26.4,bn,0.421,0.01,False,spk_001
sample_087.wav,6.0,male,1.0,0.0,0.0,True,False,35.0,bn,0.845,0.001,False,spk_011
sample_088.wav,8.02,male,0.85,0.0,0.15,True,False,55.2,bn,0.669,0.0,False,spk_007
sample_089.wav,14.0,male,0.93,0.0,0.07,True,False,33.7,bn,0.306,0.015,False,spk_000
sample_090.wav,12.02,female,1.0,0.0,0.0,True,False,20.8,fa,0.773,0.001,False,spk_008
sample_091.wav,7.0,female,0.91,0.0,0.09,True,False,39.5,fa,0.828,0.01,False,spk_009
sample_092.wav,7.0,male,0.89,0.0,0.11,True,False,56.6,hi,0.15,0.093,False,spk_005
sample_093.wav,9.02,male,1.0,0.0,0.0,True,False,32.9,bn,0.481,0.001,False,spk_011
sample_094.wav,4.98,male,1.0,0.0,0.0,True,False,28.2,en,0.131,0.131,False,spk_004
sample_095.wav,8.0,unknown,0.0,0.0,1.0,False,False,13.4,en,0.627,0.627,True,spk_012
sample_096.wav,10.0,male,1.0,0.0,0.0,True,False,26.5,bn,0.897,0.001,False,spk_007
sample_097.wav,8.02,male,1.0,0.0,0.0,True,False,23.3,bn,0.394,0.011,False,spk_014
sample_098.wav,9.02,male,1.0,0.0,0.0,True,False,19.9,bn,0.26,0.179,False,spk_000
sample_099.wav,11.98,male,1.0,0.0,0.0,True,False,32.5,bn,0.519,0.004,False,spk_011
